EmployeeID,DeptID,HireDate,ExitDate,Salary,PerformanceRating,TenureDays,IsActive
EMP506,18,2019-10-14,2020-09-30,40668,3,352,0
EMP507,7,2020-07-26,Active,62075,1,2113,1
EMP508,9,2020-03-04,Active,43604,4,2257,1
EMP509,15,2022-05-12,Active,51127,2,1458,1
EMP510,16,2021-04-20,Active,102489,4,1845,1
EMP511,13,2019-01-02,Active,74760,4,2684,1
EMP512,11,2023-12-02,Active,97317,3,889,1
EMP513,1,2019-01-16,Active,54453,2,2670,1
EMP514,11,2023-04-05,Active,49383,4,1130,1
EMP515,6,2022-10-19,Active,81171,3,1298,1
EMP516,8,2019-06-25,Active,111117,4,2510,1
EMP517,4,2022-06-11,Active,70693,4,1428,1
EMP518,17,2023-06-28,Active,79259,3,1046,1
EMP519,11,2018-01-23,Active,71786,2,3028,1
EMP520,8,2018-08-01,2021-03-24,60824,4,966,0
EMP521,14,2022-05-03,Active,51691,2,1467,1
EMP522,2,2021-11-27,2022-09-13,84109,2,290,0
EMP523,13,2022-03-24,2024-10-22,70403,2,943,0
EMP524,9,2020-10-13,Active,117331,2,2034,1
EMP525,2,2018-02-15,Active,91919,3,3005,1
EMP526,13,2018-07-10,Active,70819,4,2860,1
EMP527,1,2020-04-24,2021-03-01,62351,2,311,0
EMP528,17,2020-11-06,Active,110427,4,2010,1
EMP529,9,2020-12-05,2024-05-19,48090,1,1261,0
EMP530,1,2020-08-10,Active,46552,3,2098,1
EMP531,6,2021-01-13,Active,86352,1,1942,1
EMP532,13,2021-05-24,Active,76798,1,1811,1
EMP533,16,2019-03-09,Active,116667,4,2618,1
EMP534,15,2020-02-10,Active,81976,3,2280,1
EMP535,12,2020-04-11,Active,71333,4,2219,1
EMP536,10,2021-12-03,2024-01-12,59219,3,770,0
EMP537,11,2022-08-16,Active,117776,4,1362,1
EMP538,6,2023-12-04,Active,62561,1,887,1
EMP539,7,2022-11-29,Active,93886,3,1257,1
EMP540,9,2023-04-20,Active,87284,4,1115,1
EMP541,9,2020-06-21,Active,100261,1,2148,1
EMP542,1,2018-03-19,Active,53836,4,2973,1
EMP543,17,2023-12-11,Active,105927,4,880,1
EMP544,2,2018-12-28,Active,63818,2,2689,1
EMP545,1,2023-04-24,Active,107271,4,1111,1
EMP546,2,2022-10-15,Active,109014,1,1302,1
EMP547,11,2019-06-12,Active,51186,1,2523,1
EMP548,8,2019-09-10,Active,113026,3,2433,1
EMP549,10,2021-11-09,Active,104413,3,1642,1
EMP550,13,2018-09-24,2021-08-21,118694,2,1062,0
EMP551,11,2019-09-03,2020-07-03,68422,2,304,0
EMP552,18,2020-11-01,Active,44051,4,2015,1
EMP553,17,2022-10-21,Active,116205,4,1296,1
EMP554,4,2018-06-15,Active,77777,1,2885,1
EMP555,18,2022-08-08,Active,115110,2,1370,1
EMP556,2,2019-04-10,2020-10-05,113416,1,544,0
EMP557,2,2018-08-29,Active,54450,1,2810,1
EMP558,15,2022-11-23,2025-05-28,84591,2,917,0
EMP559,13,2022-07-27,Active,47251,3,1382,1
EMP560,10,2019-08-01,Active,78282,3,2473,1
EMP561,11,2018-10-14,2022-03-08,85415,3,1241,0
EMP562,15,2021-06-27,Active,99150,1,1777,1
EMP563,17,2019-09-11,Active,45878,4,2432,1
EMP564,3,2020-10-05,Active,93584,4,2042,1
EMP565,4,2023-07-28,Active,67366,4,1016,1
EMP566,8,2020-08-31,Active,88736,1,2077,1
EMP567,13,2022-02-10,Active,101301,2,1549,1
EMP568,15,2021-12-04,Active,98592,5,1617,1
EMP569,14,2023-12-28,2025-02-12,48520,3,412,0
EMP570,14,2023-04-21,2023-08-04,64193,1,105,0
EMP571,6,2022-01-18,Active,69632,4,1572,1
EMP572,4,2021-08-15,Active,89390,5,1728,1
EMP573,5,2021-03-29,2024-02-01,57791,3,1039,0
EMP574,16,2020-08-26,Active,42989,2,2082,1
EMP575,15,2021-08-02,Active,40174,2,1741,1
EMP576,5,2021-09-15,Active,74786,4,1697,1
EMP577,8,2021-09-07,Active,65071,4,1705,1
EMP578,17,2021-10-16,Active,41571,3,1666,1
EMP579,10,2023-02-02,Active,70423,5,1192,1
EMP580,11,2019-06-24,Active,107850,5,2511,1
EMP581,18,2018-03-18,Active,98158,1,2974,1
EMP582,1,2022-05-29,Active,94940,2,1441,1
EMP583,14,2018-05-16,Active,79702,4,2915,1
EMP584,8,2018-06-30,2021-03-21,118116,5,995,0
EMP585,11,2022-09-18,Active,109026,4,1329,1
EMP586,12,2020-07-31,Active,108024,4,2108,1
EMP587,16,2023-04-20,Active,45761,3,1115,1
EMP588,7,2023-11-23,Active,48847,5,898,1
EMP589,18,2018-11-29,2022-05-08,98699,4,1256,0
EMP590,14,2023-12-13,Active,85036,3,878,1
EMP591,16,2018-07-23,Active,70019,4,2847,1
EMP592,7,2019-04-23,Active,109551,5,2573,1
EMP593,19,2019-12-20,Active,105411,2,2332,1
EMP594,19,2022-07-13,Active,75797,1,1396,1
EMP595,18,2018-08-11,Active,62257,1,2828,1
EMP596,15,2019-07-14,2021-07-29,111945,3,746,0
EMP597,16,2023-09-11,Active,61496,1,971,1
EMP598,7,2022-06-27,Active,97071,4,1412,1
EMP599,15,2018-03-14,Active,68499,5,2978,1
EMP600,1,2021-01-13,Active,52287,2,1942,1
