EmployeeID,DeptID,HireDate,ExitDate,Salary,PerformanceRating,TenureDays,IsActive
EMP506,10,2023-08-15,Active,45038,2,994,1
EMP507,19,2021-12-31,2023-12-06,44694,4,705,0
EMP508,6,2018-04-03,Active,84907,4,2954,1
EMP509,15,2019-11-16,Active,58806,2,2362,1
EMP510,15,2019-06-22,2020-12-02,77715,2,529,0
EMP511,1,2023-03-01,Active,105379,2,1161,1
EMP512,10,2018-09-19,Active,82510,2,2785,1
EMP513,1,2020-03-17,Active,70206,3,2240,1
EMP514,10,2020-11-18,2022-03-05,81195,1,472,0
EMP515,3,2018-03-23,Active,99487,1,2965,1
EMP516,16,2018-12-16,Active,95952,5,2697,1
EMP517,2,2023-10-20,Active,114537,3,928,1
EMP518,10,2023-10-20,Active,84833,2,928,1
EMP519,1,2018-02-20,Active,58340,3,2996,1
EMP520,8,2021-05-09,Active,56901,4,1822,1
EMP521,14,2019-10-04,Active,100074,4,2405,1
EMP522,16,2019-04-03,Active,117993,4,2589,1
EMP523,13,2020-08-12,Active,97571,3,2092,1
EMP524,8,2022-01-27,Active,80141,3,1559,1
EMP525,15,2023-01-13,Active,61452,3,1208,1
EMP526,6,2022-06-15,Active,47939,3,1420,1
EMP527,7,2023-08-29,Active,115174,5,980,1
EMP528,16,2023-11-25,Active,117231,4,892,1
EMP529,8,2018-11-16,2021-12-15,65501,5,1125,0
EMP530,6,2022-01-02,Active,100223,3,1584,1
EMP531,16,2022-03-20,2024-01-28,62839,2,679,0
EMP532,18,2022-02-06,Active,105710,3,1549,1
EMP533,16,2019-11-06,Active,114346,4,2372,1
EMP534,2,2021-05-30,Active,80915,5,1801,1
EMP535,12,2018-11-28,2019-09-09,78812,4,285,0
EMP536,13,2018-07-14,Active,74371,4,2852,1
EMP537,10,2022-11-15,Active,111135,3,1267,1
EMP538,18,2019-07-21,Active,89403,2,2480,1
EMP539,15,2019-10-02,Active,111872,3,2407,1
EMP540,17,2021-07-24,Active,74273,1,1746,1
EMP541,8,2020-07-24,Active,48377,1,2111,1
EMP542,9,2018-09-14,Active,101078,4,2790,1
EMP543,16,2018-07-30,2022-07-10,74675,5,1441,0
EMP544,7,2022-04-14,Active,51653,2,1482,1
EMP545,13,2018-05-18,2022-01-20,103344,5,1343,0
EMP546,18,2023-09-03,Active,115599,1,975,1
EMP547,8,2023-05-29,2026-03-27,93563,3,1033,0
EMP548,3,2019-12-10,Active,96368,5,2338,1
EMP549,19,2022-10-21,Active,82098,1,1292,1
EMP550,13,2020-09-07,Active,57163,3,2066,1
EMP551,13,2020-09-22,2023-06-25,111021,3,1006,0
EMP552,19,2020-07-05,Active,115761,4,2130,1
EMP553,3,2019-05-10,Active,71087,5,2552,1
EMP554,13,2019-07-30,2021-05-20,115859,5,660,0
EMP555,9,2023-03-28,Active,70941,2,1134,1
EMP556,9,2019-09-13,Active,117232,4,2426,1
EMP557,2,2023-01-10,Active,62129,1,1211,1
EMP558,16,2021-12-20,Active,58497,2,1597,1
EMP559,11,2022-03-05,Active,109996,5,1522,1
EMP560,4,2021-01-02,Active,48221,5,1949,1
EMP561,13,2021-08-27,Active,94106,2,1712,1
EMP562,2,2023-11-10,Active,109505,4,907,1
EMP563,18,2021-12-09,2024-05-11,94574,1,884,0
EMP564,17,2020-01-22,Active,111896,2,2295,1
EMP565,14,2018-03-03,Active,60764,5,2985,1
EMP566,11,2020-02-17,Active,94225,4,2269,1
EMP567,4,2019-04-25,Active,95968,4,2567,1
EMP568,8,2019-02-14,Active,108030,2,2637,1
EMP569,9,2018-07-27,2019-08-14,46042,2,383,0
EMP570,7,2018-02-12,2018-06-28,99687,5,136,0
EMP571,15,2021-02-01,Active,106075,4,1919,1
EMP572,8,2023-08-13,Active,114394,2,996,1
EMP573,5,2023-08-26,2025-05-22,69998,3,635,0
EMP574,11,2019-09-27,Active,108230,4,2412,1
EMP575,14,2022-10-01,2026-03-17,47137,2,1263,0
EMP576,18,2019-04-11,Active,42217,3,2581,1
EMP577,14,2023-03-19,Active,69634,2,1143,1
EMP578,8,2018-08-10,Active,55721,3,2825,1
EMP579,17,2021-06-17,Active,63712,2,1783,1
EMP580,16,2020-08-24,Active,62892,5,2080,1
EMP581,17,2020-12-13,Active,41602,3,1969,1
EMP582,2,2019-06-02,Active,50260,3,2529,1
EMP583,10,2021-09-22,Active,111711,3,1686,1
EMP584,2,2023-06-15,2023-12-31,107414,4,199,0
EMP585,10,2022-10-14,Active,88866,4,1299,1
EMP586,9,2018-06-06,Active,40417,2,2890,1
EMP587,19,2022-09-05,2022-11-18,49432,3,74,0
EMP588,12,2018-02-28,2019-04-20,55671,3,416,0
EMP589,10,2023-04-20,Active,96214,1,1111,1
EMP590,16,2019-03-03,Active,96995,1,2620,1
EMP591,2,2023-10-08,Active,115788,2,940,1
EMP592,13,2023-03-11,Active,69924,2,1151,1
EMP593,6,2018-04-21,Active,66557,2,2936,1
EMP594,7,2022-09-13,Active,84962,5,1330,1
EMP595,2,2019-08-13,Active,102532,1,2457,1
EMP596,10,2023-07-09,Active,105492,3,1031,1
EMP597,9,2018-07-17,2020-05-02,40170,2,655,0
EMP598,3,2022-02-23,Active,97501,5,1532,1
EMP599,19,2021-10-06,2022-02-15,63408,4,132,0
EMP600,7,2023-08-09,Active,76858,2,1000,1
